cue,left,right,validity,tilt,task,corkey,logos,corkey2,tiltposx,tiltposy,dposx,dposy,Character,thepresentshape,trigger
Me,images/Diamond.png,images/Circle.png,invalid,images/L_tilt.png,Self,1,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Star.png,images/Circle.png,invalid,images/L_tilt.png,Self,1,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Diamond.png,images/Circle.png,invalid,images/R_tilt.png,Self,4,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Star.png,images/Circle.png,invalid,images/R_tilt.png,Self,4,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Diamond.png,images/Circle.png,invalid,images/L_tilt.png,Self,1,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Star.png,images/Circle.png,invalid,images/L_tilt.png,Self,1,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Diamond.png,images/Circle.png,invalid,images/R_tilt.png,Self,4,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Star.png,images/Circle.png,invalid,images/R_tilt.png,Self,4,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,3
Me,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Self,1,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Self,1,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Self,4,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Self,4,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Self,1,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Self,1,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Self,4,You,1,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Self,4,Stranger,4,-0.5,-0.11,0.5,-0.11,YOU,images/Circle.png,5
Me,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Self,1,You,1,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Self,1,Stranger,4,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Self,4,You,1,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Self,4,Stranger,4,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Self,1,You,1,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Self,1,Stranger,4,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Self,4,You,1,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Me,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Self,4,Stranger,4,0.5,-0.11,-0.5,-0.11,YOU,images/Circle.png,6
Stranger,images/Triangle.png,images/Star.png,valid,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Diamond.png,valid,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Star.png,valid,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Diamond.png,valid,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Diamond.png,valid,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Star.png,valid,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Diamond.png,valid,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Triangle.png,images/Star.png,valid,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,7
Stranger,images/Star.png,images/Triangle.png,valid,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Diamond.png,images/Triangle.png,valid,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Star.png,images/Triangle.png,valid,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Diamond.png,images/Triangle.png,valid,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Diamond.png,images/Triangle.png,valid,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Star.png,images/Triangle.png,valid,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Diamond.png,images/Triangle.png,valid,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Star.png,images/Triangle.png,valid,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,8
Stranger,images/Triangle.png,images/Star.png,invalid,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Diamond.png,invalid,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Star.png,invalid,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Diamond.png,invalid,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Diamond.png,invalid,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Star.png,invalid,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Diamond.png,invalid,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Triangle.png,images/Star.png,invalid,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,10
Stranger,images/Star.png,images/Triangle.png,invalid,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Diamond.png,images/Triangle.png,invalid,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Star.png,images/Triangle.png,invalid,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Diamond.png,images/Triangle.png,invalid,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Diamond.png,images/Triangle.png,invalid,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Star.png,images/Triangle.png,invalid,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Diamond.png,images/Triangle.png,invalid,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Star.png,images/Triangle.png,invalid,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,9
Stranger,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Other,1,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Other,1,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Other,4,You,4,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Other,4,Stranger,1,-0.5,-0.11,0.5,-0.11,STRANGER,images/Triangle.png,11
Stranger,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Diamond.png,images/Star.png,neutral,images/L_tilt.png,Other,1,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Star.png,images/Diamond.png,neutral,images/L_tilt.png,Other,1,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Diamond.png,images/Star.png,neutral,images/R_tilt.png,Other,4,You,4,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
Stranger,images/Star.png,images/Diamond.png,neutral,images/R_tilt.png,Other,4,Stranger,1,0.5,-0.11,-0.5,-0.11,STRANGER,images/Triangle.png,12
